Sample.code,Latitude,Longitude,Region,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.Clay,Soil.SOM,Temperature,Rainfall,Humidity,Potential.Evaporation
24VINIF_38_#2,16.7379,107.203,North Central ,Summer-Autumn season,0.05,773.68,118.91,5.17,,,0.71,86.93,763.43,333.94,197.07,212.54,1.49,19926.17,103.55,205.16,61.29,8467.45,3.78,5.45,8.58,26.14,4.7,71.48,5.46
24VINIF_39_#2,16.337874,107.76263,North Central ,Summer-Autumn season,0.02,665.69,123.32,1.57,,,1.33,48.25,725.2,623.58,168.2,174.23,2.84,36941.39,163.69,556.23,74.82,11548.1,4.08,8.44,13.62,25.83,5.69,79.15,5.08
24VINIF_41_#2,15.91104,108.25679,South Central,Summer-Autumn season,0.05,746.97,92.78,7.28,,,1.08,84.72,579.45,528.51,629.7,153.56,6.99,45404.12,178.79,194.89,171.07,25509.88,4.28,19.39,8.58,26.1,5.19,76.08,4.66
24VINIF_42_#2,15.888881,108.166693,South Central,Summer-Autumn season,0.04,721.65,112.89,4.39,,,1.29,85.01,422.29,321.61,273.19,240.8,6.14,41411.68,137.37,217.21,125.23,22898.2,3.89,6.75,8.84,25.91,5.0,74.88,4.58
24VINIF_43_#2,15.796422,108.3195,South Central,Summer-Autumn season,0.02,811.56,128.67,6.84,,,0.35,50.47,684.0,381.45,382.41,138.39,0.5,11193.35,123.13,227.86,82.73,5332.53,3.96,7.84,2.86,25.8,4.75,73.61,4.67
24VINIF_44_#2,15.741518,108.36715,South Central,Summer-Autumn season,0.1,720.79,100.67,5.87,,,0.12,25.2,773.37,382.0,299.22,99.69,0.43,13771.22,64.63,145.5,43.33,5309.54,4.0,18.05,5.3,25.8,4.75,73.61,4.67
24VINIF_45_#2,15.649022,108.41647,South Central,Summer-Autumn season,0.09,513.81,88.19,8.55,,,1.04,28.52,219.17,330.65,485.67,131.94,1.5,11679.5,29.09,141.71,163.68,8720.81,4.08,8.09,2.81,26.05,4.7,74.59,4.72
24VINIF_46_#2,15.618908,108.48202,South Central,Summer-Autumn season,0.0,781.83,117.62,6.5,,,0.38,46.42,668.4,732.02,647.62,103.91,1.17,15291.83,54.13,169.15,38.18,6765.12,4.56,10.04,4.68,26.05,4.7,74.59,4.72
24VINIF_47_#2,16.55109,107.61759,North Central ,Summer-Autumn season,0.04,1079.09,164.41,7.84,,,0.59,35.94,674.32,634.57,312.11,124.29,6.74,29846.64,191.33,460.86,131.41,21756.32,3.79,8.37,8.58,25.46,6.32,78.85,5.31
24VINIF_48_#2,16.69009,107.39898,North Central ,Summer-Autumn season,0.08,887.96,109.67,7.05,,,0.22,45.06,748.68,490.6,337.04,115.55,0.31,7553.0,87.16,371.39,19.99,2123.19,4.34,8.14,9.78,25.78,5.63,75.05,5.06
24VINIF_49_#2,17.02845,107.03518,North Central ,Summer-Autumn season,0.03,862.43,149.2,3.52,,,0.85,129.32,740.93,533.6,188.27,641.83,3.44,26345.39,125.47,125.55,35.2,20046.33,3.67,7.77,4.42,25.57,4.42,71.08,5.73
24VINIF_51_#2,18.165274,106.28257,North Central ,Summer-Autumn season,0.02,644.76,104.86,7.99,,,0.64,42.34,304.73,624.61,602.43,212.99,4.71,36279.16,139.51,181.19,106.44,16723.01,3.59,21.2,7.49,25.12,3.92,71.57,5.33
24VINIF_52_#2,18.378783,105.95463,North Central ,Summer-Autumn season,0.05,669.91,101.61,3.31,,,1.04,53.0,410.66,752.82,162.66,164.69,2.19,9245.38,45.91,254.61,21.17,4975.04,4.0,5.08,3.9,24.79,4.56,76.45,4.38
24VINIF_54_#2,19.179551,105.66854,North Central ,Summer-Autumn season,0.13,816.17,166.09,6.27,,,0.61,639.43,565.92,513.97,685.4,477.92,7.38,38326.73,183.08,133.49,747.33,27933.82,5.92,33.38,4.47,24.3,3.78,80.22,5.89
24VINIF_55_#2,19.359159,105.7061,North Central ,Summer-Autumn season,0.01,594.01,157.29,4.1,,,0.81,83.94,660.42,490.43,268.49,136.05,3.11,24688.17,87.9,116.93,78.4,12405.49,5.05,12.42,5.04,24.24,3.9,81.87,7.26
24VINIF_56_#2,10.76916,105.35875,South,Summer-Autumn season,0.08,682.59,160.96,8.78,3.42,1.24,0.52,307.14,365.93,204.94,264.63,338.66,7.43,50343.76,252.94,380.65,89.03,55383.56,4.28,5.27,12.9,27.33,4.5,80.29,6.66
24VINIF_57_#2,10.65651,105.39851,South,Summer-Autumn season,0.1,658.42,180.04,6.41,2.88,1.22,0.51,162.91,282.36,156.21,166.45,254.64,9.62,41746.89,203.59,169.58,159.56,45926.99,4.11,8.93,11.34,27.38,4.47,80.67,6.18
24VINIF_58_#2,10.62356,105.41257,South,Summer-Autumn season,0.04,634.17,154.96,6.09,,0.88,0.34,197.84,285.79,104.44,202.6,234.1,7.45,48411.6,247.27,233.0,53.98,53258.12,4.16,8.59,14.09,27.38,4.47,80.67,6.18
24VINIF_59_#2,10.65714,105.78298,South,Summer-Autumn season,0.03,660.67,165.41,8.08,,0.88,0.44,165.88,290.19,205.62,184.74,276.16,7.78,42949.59,255.25,601.44,9.0,47249.86,3.82,9.07,20.41,27.38,4.47,80.67,6.18
24VINIF_62_#2,10.71194,105.53962,South,Summer-Autumn season,0.07,682.47,206.9,6.89,0.59,1.07,0.56,261.76,386.72,200.64,272.36,310.96,5.86,35352.48,277.95,423.11,4.87,38893.01,4.14,9.2,13.26,27.33,4.5,80.29,6.66
23Vin1_#3,10.1057,105.8947,South,Winter-Spring season,0.08,3492.67,1380.83,25.28,14.99,1.77,0.6,579.71,932.58,932.58,770.66,372.85,7.19,63416.64,277.92,1379.08,68.1,14949.63,4.22,33.65,15.34,27.21,4.6,83.15,6.31
23Vin2_#3,10.0717,105.928,South,Winter-Spring season,0.08,3479.87,1376.26,16.48,14.08,1.62,0.75,254.22,929.59,929.59,727.44,210.62,7.54,63987.61,273.08,1656.03,76.28,14477.76,4.45,26.09,15.34,27.2,4.61,83.32,6.05
23Vin3_#3,10.0734,105.9922,South,Winter-Spring season,0.05,3530.25,1328.11,18.46,19.97,1.72,0.57,222.22,1048.22,1048.22,243.0,272.5,6.26,60583.45,287.47,1277.52,73.58,15193.06,3.99,30.69,11.05,27.2,4.61,83.32,6.05
23Vin4_#3,10.1424,106.0217,South,Winter-Spring season,0.01,3629.97,1608.43,20.77,19.48,2.49,0.52,401.61,2134.97,2134.97,795.2,330.21,8.66,65727.2,391.81,2018.68,76.89,14064.15,4.98,37.19,17.68,27.21,4.6,83.15,6.31
23Vin5_#3,10.0753,106.1705,South,Winter-Spring season,0.16,3232.97,1179.1,16.4,19.92,1.02,4.09,493.45,1555.88,1555.88,567.69,433.15,10.65,64198.97,490.1,961.32,181.56,30261.21,4.38,15.8,9.49,27.2,4.61,83.32,6.05
23Vin6_#3,10.1243,106.5648,South,Winter-Spring season,0.13,3157.28,1178.2,11.89,25.71,0.33,1.73,441.2,1150.75,1150.75,233.42,913.12,12.1,70568.05,337.38,1348.78,88.22,23007.43,4.15,36.82,14.04,27.21,4.6,83.15,6.31
23Vin7_#3,10.1073,106.6354,South,Winter-Spring season,0.33,3301.53,1250.87,17.72,19.29,2.46,5.12,240.31,839.64,839.64,318.31,413.78,16.03,60279.5,431.16,1186.9,155.25,39052.94,3.88,38.97,23.01,27.21,4.6,83.15,6.31
23Vin8_#3,9.9736,106.2253,South,Winter-Spring season,0.06,3755.06,1413.52,27.11,25.79,2.3,1.54,136.23,1276.65,1276.65,665.33,185.21,9.32,87630.05,444.07,1191.53,81.99,21531.93,4.31,41.3,18.85,27.22,4.67,83.2,5.57
23Vin9_#3,9.9245,106.2263,South,Winter-Spring season,0.09,3168.04,1203.31,16.61,20.99,1.26,1.9,267.69,1703.83,1703.83,286.11,263.93,9.13,56598.66,324.41,859.67,72.32,24821.92,3.97,45.8,6.24,27.22,4.67,83.2,5.57
23Vin10_#3,9.6501,105.9848,South,Winter-Spring season,0.12,3566.93,1279.03,16.76,22.89,1.81,2.51,316.73,1249.83,1249.83,376.68,350.27,8.33,53213.53,500.21,960.06,108.65,24280.23,4.07,36.42,8.84,27.19,5.21,83.41,5.98
23Vin11_#3,9.6899,106.0144,South,Winter-Spring season,0.11,3582.32,1448.92,25.45,17.66,1.9,2.43,238.54,1891.17,1891.17,660.65,262.72,12.88,73140.87,512.62,944.98,325.12,36863.24,4.37,44.43,7.02,27.19,5.21,83.41,5.98
23Vin12_#3,9.4234,105.5691,South,Winter-Spring season,0.01,3154.46,1151.41,17.04,23.21,1.56,0.87,544.01,1295.42,1295.42,488.8,369.14,7.06,79700.98,192.81,1217.18,133.96,21182.54,3.82,39.94,9.75,27.28,5.49,82.8,5.81
23Vin13_#3,9.549,105.5836,South,Winter-Spring season,0.01,3483.59,1269.08,25.83,13.87,2.82,0.66,195.26,1426.86,1426.86,1070.92,205.43,12.99,73295.5,582.74,993.42,270.22,33823.34,3.83,36.39,5.98,27.24,5.29,83.16,5.65
23Vin14_#3,9.4431,105.4747,South,Winter-Spring season,0.04,3302.07,1307.2,22.95,15.55,2.12,0.63,359.16,1324.13,1324.13,897.83,340.13,8.44,86472.31,265.79,1774.12,145.87,18764.25,3.21,41.77,12.74,27.28,5.49,82.8,5.81
23Vin15_#3,9.1471,105.0636,South,Winter-Spring season,0.03,3365.64,1437.14,23.63,22.72,2.27,0.55,375.38,2060.75,2060.75,973.75,506.1,5.98,80896.79,179.91,1341.42,157.33,19659.19,3.67,39.33,11.83,27.36,5.82,82.8,5.93
23Vin16_#3,9.1118,105.0212,South,Winter-Spring season,0.09,3136.27,1183.46,23.24,23.23,1.26,1.15,174.64,1173.5,1173.5,500.32,253.99,6.97,82025.08,201.73,1016.99,228.19,28751.62,4.11,41.69,8.45,27.36,5.82,82.8,5.93
23Vin17_#3,9.0821,104.9854,South,Winter-Spring season,0.02,3697.09,1549.26,29.28,20.78,2.57,0.55,636.34,1194.79,1194.79,851.19,295.48,5.77,87715.8,250.37,1262.46,269.91,23946.13,4.41,43.63,12.09,27.38,5.72,82.97,6.12
23Vin18_#3,9.0703,104.9328,South,Winter-Spring season,0.02,3516.5,1329.91,28.37,16.29,1.91,1.16,1414.94,1538.35,1538.35,1136.03,747.55,11.76,81234.87,300.08,1769.47,437.83,33482.52,4.11,36.79,8.06,27.38,5.72,82.97,6.12
23Vin19_#3,9.3125,104.9269,South,Winter-Spring season,0.08,4136.02,1254.5,23.16,19.34,1.37,0.7,857.67,1616.04,1616.04,535.81,692.26,11.38,62422.41,274.81,3999.57,486.02,37787.95,5.07,23.39,9.62,27.29,5.61,82.71,5.81
23Vin20_#3,9.3135,104.8852,South,Winter-Spring season,0.07,3531.97,1193.97,15.86,15.32,0.36,0.91,252.28,493.49,493.49,786.97,394.18,9.91,76198.37,182.64,1681.9,230.45,25836.0,4.15,36.39,12.35,27.29,5.61,82.71,5.81
23Vin21_#3,9.3675,104.8752,South,Winter-Spring season,0.08,3583.0,1437.28,15.33,24.39,1.24,1.47,294.0,798.24,798.24,451.17,375.3,13.36,76310.74,247.4,1367.6,166.81,29248.67,4.15,38.8,11.05,27.29,5.61,82.71,5.81
23Vin22_#3,9.868,105.2149,South,Winter-Spring season,0.16,3143.08,1215.14,21.76,25.95,1.35,1.83,541.0,1336.44,1336.44,288.18,703.01,8.36,65368.39,214.19,1799.85,58.0,15738.24,3.24,31.13,17.68,27.21,4.86,83.21,5.75
23Vin23_#3,9.817,105.2382,South,Winter-Spring season,0.05,3067.97,1265.42,12.3,13.86,1.38,0.64,941.73,1324.94,1324.94,344.18,818.06,6.4,68057.3,194.67,972.01,70.95,22357.08,3.39,40.09,12.22,27.21,4.86,83.21,5.75
23Vin24_#3,9.7738,105.2827,South,Winter-Spring season,0.08,3328.1,1178.56,12.55,16.89,0.92,1.11,502.06,1352.76,1352.76,374.77,492.96,7.46,67936.59,160.81,902.87,97.65,18348.25,3.72,37.53,12.22,27.2,4.96,83.34,5.58
23Vin25_#3,9.7449,105.3601,South,Winter-Spring season,0.02,3272.82,1209.41,11.38,21.49,1.14,0.52,852.01,1488.49,1488.49,267.93,557.3,8.27,73520.61,156.4,1094.04,77.12,25530.45,3.9,49.59,10.14,27.2,4.96,83.34,5.58
23Vin26_#3,9.7388,105.4306,South,Winter-Spring season,0.05,3074.17,1357.22,12.65,20.07,1.42,1.44,600.71,1084.67,1084.67,897.28,421.79,7.28,81865.97,234.92,846.7,167.66,25361.26,4.12,41.46,6.89,27.2,4.96,83.34,5.58
23Vin27_#3,9.7899,105.5077,South,Winter-Spring season,0.06,3336.15,1191.6,21.4,16.98,1.12,0.59,617.92,1541.83,1541.83,1135.95,681.86,8.39,73934.75,360.0,2031.71,194.13,18735.92,3.2,32.59,22.49,27.2,4.96,83.34,5.58
23Vin28_#3,9.8812,105.6002,South,Winter-Spring season,0.02,3243.81,1300.72,24.15,21.88,1.6,0.39,480.89,1081.32,1081.32,1004.1,457.09,7.83,84795.85,207.36,1726.31,248.48,20342.92,3.54,63.8,13.65,27.21,4.86,83.21,5.75
23Vin29_#3,10.4666,106.2099,South,Winter-Spring season,0.03,3185.93,1167.57,20.47,15.53,1.27,0.32,90.02,1112.23,1112.23,705.69,294.58,9.94,81185.97,391.64,2535.76,127.07,25317.93,3.31,29.8,15.21,27.37,4.59,80.93,6.88
23Vin31_#3,10.8236,105.9294,South,Winter-Spring season,0.02,3626.39,1368.07,23.41,15.85,2.44,0.55,97.73,739.05,739.05,772.89,133.8,7.36,65641.86,270.5,1172.92,54.04,12682.37,3.7,33.19,7.28,27.26,4.57,80.36,6.87
23Vin32_#3,10.9284,105.722,South,Winter-Spring season,0.03,3223.69,1125.01,17.22,14.18,2.6,0.66,73.97,1451.35,1451.35,892.07,147.01,3.01,24015.34,216.45,472.62,30.61,5723.86,3.9,12.74,3.9,27.08,4.51,81.17,6.59
23Vin33_#3,10.807,105.4049,South,Winter-Spring season,0.03,3308.29,1460.77,23.34,26.27,3.01,1.37,358.39,894.35,894.35,949.31,256.2,24.76,88252.01,406.19,1800.06,154.63,38178.92,3.74,38.77,17.29,27.26,4.57,80.36,6.87
23Vin34_#3,10.6383,105.406,South,Winter-Spring season,0.24,3370.5,1402.68,14.29,18.76,1.08,3.42,86.89,1425.86,1425.86,284.61,132.04,17.78,78807.14,363.99,638.22,190.52,30278.44,4.6,32.64,11.96,27.38,4.47,81.2,6.18
23Vin35_#3,10.5967,105.5066,South,Winter-Spring season,0.1,3344.57,1392.56,21.77,25.54,2.24,1.55,115.57,1147.37,1147.37,565.45,180.87,11.72,75964.74,291.84,893.09,191.36,30681.81,4.63,30.7,7.67,27.4,4.54,80.26,6.18
23Vin36_#3,10.509,105.6596,South,Winter-Spring season,0.08,3188.62,1316.29,14.58,17.9,1.52,1.51,118.29,1128.61,1128.61,499.33,142.06,12.41,70324.06,248.86,851.01,123.93,22855.01,4.46,34.0,7.41,27.4,4.54,80.26,6.18
23Vin37_#3,10.3837,105.6468,South,Winter-Spring season,0.02,3318.94,1427.56,21.79,26.67,1.67,1.32,203.37,848.4,848.4,724.62,354.26,19.63,90474.86,381.24,1354.26,133.13,29521.31,4.07,32.45,17.68,27.31,4.61,81.87,6.56
23Vin38_#3,10.3365,105.6069,South,Winter-Spring season,0.23,3863.65,1237.88,14.18,25.43,2.0,3.03,472.35,927.44,927.44,598.81,438.76,12.46,78473.89,278.1,1020.45,117.63,22222.7,3.89,34.83,12.09,27.31,4.61,81.87,6.56
23Vin39_#3,10.3803,105.1477,South,Winter-Spring season,0.03,3721.02,1407.64,21.1,19.97,2.68,0.83,234.78,1201.68,1201.68,676.56,169.69,9.55,62114.17,282.97,896.25,135.05,16512.43,3.6,34.59,12.09,27.31,4.61,81.87,6.56
23Vin40_#3,10.3718,105.1544,South,Winter-Spring season,0.07,3553.04,1194.0,22.51,19.59,2.58,0.81,567.79,1074.31,1074.31,594.4,373.38,12.14,69277.52,351.53,763.58,176.16,24082.38,4.09,29.68,14.56,27.31,4.61,81.87,6.56
23Vin41_#3,10.4242,105.0079,South,Winter-Spring season,0.02,3149.95,1084.55,28.52,22.72,2.86,0.38,102.17,1032.13,1032.13,839.92,113.81,10.76,84505.16,354.18,1320.73,85.92,20703.72,3.54,72.76,11.05,27.37,4.59,80.93,6.88
23Vin42_#3,10.4757,105.0215,South,Winter-Spring season,0.09,3681.51,1165.93,19.31,20.23,2.36,0.81,205.55,1041.42,1041.42,552.87,294.91,0.82,6559.94,65.29,204.21,46.93,2050.45,4.87,7.04,4.94,27.37,4.59,80.93,6.88
23Vin43_#3,10.6143,105.0205,South,Winter-Spring season,0.08,3624.24,1247.97,21.66,18.28,0.86,0.36,185.33,1940.48,1940.48,740.76,171.81,0.39,6111.08,80.42,,98.1,1936.85,4.71,4.8,3.64,27.38,4.47,81.2,6.18
23Vin44_#3,10.6541,105.0502,South,Winter-Spring season,0.06,3214.1,1170.53,18.14,29.44,1.73,0.68,106.16,826.38,826.38,394.66,146.56,12.98,75102.85,427.42,1480.72,88.09,27079.75,3.9,50.77,10.53,27.38,4.47,81.2,6.18
23Vin45_#3,9.9038,105.151,South,Winter-Spring season,0.1,3529.04,1530.14,12.69,24.29,1.73,1.14,168.9,771.24,771.24,248.86,444.16,10.82,52643.77,277.36,1036.67,100.46,21766.12,3.24,29.29,8.84,27.22,4.67,83.2,5.57
23Vin46_#3,9.9592,105.1572,South,Winter-Spring season,0.04,3313.59,1431.55,13.9,22.1,1.77,0.53,183.48,1043.16,1043.16,427.95,338.44,6.54,54492.14,138.13,783.25,81.8,15359.5,3.42,15.41,6.89,27.22,4.67,83.2,5.57
23Vin47_#3,10.0426,105.2274,South,Winter-Spring season,0.1,3355.55,1109.38,13.43,23.31,1.02,1.02,338.08,988.64,988.64,298.08,184.09,7.78,75983.39,273.89,808.47,160.08,24039.98,3.46,36.59,10.14,27.2,4.61,83.32,6.05
23Vin48_#3,10.0949,105.2805,South,Winter-Spring season,0.11,3301.31,1133.23,28.11,33.49,2.77,0.4,217.64,861.4,861.4,1742.38,134.2,8.9,87104.48,226.38,1044.61,222.77,25168.09,3.65,40.58,10.01,27.2,4.61,83.32,6.05
23Vin49_#3,10.1897,105.3826,South,Winter-Spring season,0.02,3504.85,1433.72,23.21,17.3,2.74,0.38,363.65,662.61,662.61,1321.71,184.14,6.98,74234.92,255.15,786.55,166.16,21267.43,3.65,35.11,13.39,27.21,4.6,83.15,6.31
23Vin50_#3,10.0904,105.4246,South,Winter-Spring season,0.09,3670.88,1185.95,23.44,15.11,1.62,0.5,165.07,909.98,909.98,542.42,145.17,6.93,85530.99,220.68,1166.4,305.03,23954.15,3.68,38.72,8.71,27.2,4.61,83.32,6.05
23Vin51_#3,10.0668,105.5401,South,Winter-Spring season,0.03,3373.55,1240.63,19.99,15.17,1.2,0.6,132.24,986.46,986.46,699.76,149.29,7.36,72774.29,257.58,703.06,348.22,24284.24,4.11,36.98,8.97,27.2,4.61,83.32,6.05
23Vin52_#3,10.0739,105.6583,South,Winter-Spring season,0.04,3235.52,1142.32,20.16,17.8,1.81,0.72,255.32,1034.79,1034.79,818.71,194.97,8.41,68765.22,196.65,1037.71,241.66,20902.51,3.72,31.68,12.09,27.2,4.61,83.32,6.05
23Vin53_#3,15.8952,108.3531,,Winter-Spring season,0.21,3042.75,974.94,9.13,11.61,0.77,,,,,,,4.85,24746.25,111.38,751.23,132.87,13606.54,3.57,10.73,4.48,25.8,4.75,83.03,4.67
23Vin54_#3,15.7133,108.4487,South Central ,Winter-Spring season,0.1,3024.03,1160.84,13.08,15.52,1.99,6.98,71.94,1437.08,1437.08,210.08,261.75,4.59,19768.45,212.36,393.22,43.86,8519.37,3.68,10.73,4.48,25.8,4.75,83.03,4.67
23Vin56_#3,15.6143,108.4489,South Central ,Winter-Spring season,0.13,2919.03,1178.78,32.33,19.56,1.87,0.62,189.65,367.41,367.41,1040.44,342.47,3.34,30170.59,112.07,425.38,441.0,23719.98,4.36,15.21,4.1,26.05,4.7,83.21,4.72
23Vin57_#3,15.7414,108.3676,South Central ,Winter-Spring season,0.14,3519.98,1254.94,20.97,17.69,0.76,0.91,74.12,310.77,310.77,756.96,129.6,1.58,35708.34,148.1,311.21,131.27,10777.91,4.23,18.05,6.63,25.8,4.75,83.03,4.67
23Vin58_#3,15.8889,108.2669,South Central ,Winter-Spring season,0.18,3120.45,1239.08,29.88,15.36,2.75,0.76,79.64,1083.66,1083.66,502.04,266.33,13.15,67140.76,226.7,473.56,275.76,36230.16,3.89,19.39,7.41,25.91,5.0,83.89,4.58
23Vin59_#3,16.7203,107.306,North Central ,Winter-Spring season,0.25,3375.49,1209.42,21.1,16.41,1.68,2.53,115.1,787.83,787.83,714.94,282.89,5.95,41148.33,188.92,441.2,104.88,14407.11,4.27,14.63,9.36,26.14,4.7,86.06,5.46
23Vin60_#3,16.6889,107.4005,North Central ,Winter-Spring season,0.11,3695.49,1323.83,17.32,22.6,1.08,0.49,108.84,1391.04,1391.04,519.27,490.39,5.68,34312.19,251.18,733.97,74.33,8182.61,4.01,6.98,18.14,25.78,5.63,86.39,5.06
23Vin61_#3,16.6495,107.4774,North Central ,Winter-Spring season,0.13,3203.09,1142.73,20.4,63.28,1.47,0.52,88.19,1093.42,1093.42,636.07,291.04,1.8,10161.23,168.86,463.52,47.97,3036.62,3.76,4.5,8.19,25.78,5.63,86.39,5.06
23Vin62_#3,16.5877,107.5865,North Central ,Winter-Spring season,0.13,4179.64,1428.82,15.39,22.21,1.57,1.15,99.06,1329.92,1329.92,150.87,308.6,1.43,8087.07,66.89,159.52,84.75,3964.59,3.7,4.08,3.12,25.46,6.32,86.26,5.31
23Vin63_#3,16.4791,107.6247,North Central ,Winter-Spring season,0.14,3338.84,1367.43,27.64,19.71,1.85,2.61,110.35,896.66,896.66,911.46,366.52,13.75,57021.24,278.69,536.96,205.13,29703.27,3.78,9.92,9.17,25.45,6.31,85.6,6.05
23Vin64_#3,16.368,107.7324,North Central ,Winter-Spring season,0.1,3369.83,1134.17,28.62,15.07,2.19,0.78,155.04,817.76,817.76,1040.17,247.16,9.06,60066.91,420.05,837.18,162.11,25840.48,3.88,8.32,14.43,25.83,5.69,83.81,5.08
23Vin65_#3,16.2757,108.0174,North Central ,Winter-Spring season,0.11,3505.06,1218.79,25.67,17.49,1.05,0.44,117.93,771.83,771.83,806.08,438.03,0.98,15882.74,93.59,263.41,30.26,3134.21,3.68,4.28,5.26,25.16,6.78,87.2,4.73
23Vin66_#3,16.2772,107.9387,North Central ,Winter-Spring season,0.06,3753.55,1234.27,15.19,21.25,1.15,0.48,76.36,1246.02,1246.02,451.5,427.14,1.81,15625.59,171.97,290.59,38.4,4291.66,4.02,5.26,7.41,25.16,6.78,87.2,4.73
23Vin67_#3,16.2717,107.8723,North Central ,Winter-Spring season,0.16,3366.65,1175.09,29.34,12.08,2.99,0.58,162.26,1017.09,1017.09,1302.11,384.47,3.17,30570.76,255.92,314.96,100.56,10646.2,3.81,5.94,6.43,25.16,6.78,87.2,4.73
23Vin68_#3,16.3331,107.7603,North Central ,Winter-Spring season,0.22,3597.37,1267.04,14.58,12.55,1.61,1.36,209.13,1152.75,1152.75,384.33,336.9,7.18,50260.77,288.59,713.76,92.69,14826.17,3.79,13.6,14.24,25.83,5.69,83.81,5.08
23Vin69_#3,16.4199,107.5683,North Central ,Winter-Spring season,0.32,4325.78,1725.9,22.1,18.03,1.4,3.48,159.79,1196.46,1196.46,580.8,588.86,13.55,62215.15,400.46,473.25,250.52,34944.99,3.85,10.08,5.85,25.45,6.31,85.6,6.05
23Vin70_#3,16.4996,107.5286,North Central ,Winter-Spring season,0.25,3998.2,1274.31,17.57,22.0,1.26,1.93,136.36,747.73,747.73,315.82,231.1,10.3,59292.25,174.01,441.64,110.65,23304.97,3.85,23.07,4.48,25.45,6.31,85.6,6.05
23Vin71_#3,16.5056,107.4934,North Central ,Winter-Spring season,0.2,3461.55,1168.7,17.08,18.37,1.75,1.0,78.56,1054.02,1054.02,390.16,224.89,3.5,28276.45,223.62,412.88,79.1,9960.1,3.87,11.14,4.68,25.46,6.32,86.26,5.31
23Vin72_#3,16.5964,107.3486,North Central ,Winter-Spring season,0.21,3035.93,1241.9,19.3,10.53,3.65,2.4,120.81,938.09,938.09,630.82,316.24,8.98,71366.52,337.45,612.05,144.94,22154.49,4.15,9.36,9.75,25.46,6.32,86.26,5.31
23Vin73_#3,16.9976,107.0542,North Central ,Winter-Spring season,0.26,3797.17,1317.26,20.41,28.57,0.95,1.03,100.13,1208.33,1208.33,447.91,449.45,4.88,38034.03,159.72,378.39,89.4,15819.03,3.94,16.4,5.26,25.47,4.32,84.76,6.09
23Vin74_#3,16.6488,107.3033,North Central ,Winter-Spring season,0.2,3559.79,1350.6,21.07,25.06,1.73,1.9,172.43,603.68,603.68,234.34,338.0,6.17,45809.47,241.6,305.92,94.97,14063.58,3.99,8.5,8.0,25.78,5.63,86.39,5.06
23Vin75_#3,16.7899,107.1966,North Central ,Winter-Spring season,0.22,3583.27,1199.86,24.24,19.75,0.53,1.95,85.19,1113.61,1113.61,268.93,378.32,5.77,40559.58,213.25,216.31,237.47,22706.73,3.97,11.94,4.09,26.14,4.7,86.06,5.46
23Vin76_#3,16.8213,107.1255,North Central ,Winter-Spring season,0.19,3674.37,1362.92,21.77,17.28,1.3,1.25,110.12,1310.38,1310.38,502.39,356.01,9.29,59944.15,273.46,517.07,112.27,32433.84,4.08,21.92,7.21,25.68,4.4,85.46,5.43
23Vin77_#3,16.9731,107.0765,North Central ,Winter-Spring season,0.22,2976.94,1354.8,13.55,25.03,1.87,1.55,149.7,661.95,661.95,182.62,421.42,3.36,19931.87,81.75,361.36,48.24,9148.31,4.0,9.8,4.29,25.47,4.32,84.76,6.09
23Vin78_#3,17.5953,106.5266,North Central ,Winter-Spring season,0.16,3170.29,1152.96,18.16,19.8,0.73,0.7,642.38,1164.94,1164.94,425.41,616.03,1.37,15306.15,113.38,78.25,36.43,5156.42,4.27,9.22,5.46,24.59,4.21,84.74,6.26
23Vin79_#3,17.6885,106.4821,North Central ,Winter-Spring season,0.07,3477.09,1381.05,11.74,26.68,0.4,0.31,196.56,1365.73,1365.73,166.03,243.58,1.04,10188.93,78.25,194.39,18.89,2950.1,4.6,6.28,2.93,24.78,4.16,84.91,5.05
23Vin80_#3,17.7407,106.4419,North Central ,Winter-Spring season,0.09,2665.06,961.44,14.46,13.21,1.31,0.78,102.14,771.81,771.81,513.99,231.66,3.9,17624.4,154.91,206.22,58.33,13210.84,5.24,10.64,3.31,24.88,4.03,84.44,4.88
23Vin81_#3,17.8702,106.4295,North Central ,Winter-Spring season,0.22,3105.18,1227.39,15.8,17.63,0.44,3.27,103.32,1267.5,1267.5,379.42,487.46,6.16,36120.81,157.93,276.69,154.42,19608.51,4.1,15.72,6.04,24.95,3.83,83.42,5.2
23Vin82_#3,18.7377,105.7663,North Central ,Winter-Spring season,0.12,3579.33,1343.36,23.52,12.86,3.55,0.6,222.9,371.0,371.0,440.51,479.87,13.92,42258.07,203.86,406.38,126.74,29344.95,4.29,17.0,1.76,24.88,3.74,78.88,4.31
23Vin83_#3,18.0763,106.3312,North Central ,Winter-Spring season,0.18,3013.85,1269.44,12.21,17.07,2.99,0.43,119.18,685.89,685.89,256.34,274.78,1.2,5630.56,69.26,,62.58,2457.08,4.24,2.18,2.14,25.01,3.7,82.51,5.58
